bgg_id,name
1276,Osobo Games & Toys
1277,Technica Ltée.
1278,J. J. Inc.
1279,Cherry Street Games
1280,FoxMind
1281,GIOGAMES
1282,Westmoreland Products Inc.
1283,Charlotte Productions Limited
1284,ZenoGames
1285,Dawn Enterprises
1286,The Fowlplay Co. of Ark.
1287,RAFM
1288,Konami
1290,Happy Hour Games
1291,Rosengarten
1292,Merlin Collectibles
1293,Information Erdgas
1294,Unicorn (I)
1295,In Games & Gifts
1296,Sub-Continent Inc.
1297,Bailiwick Enterprises
1298,Iceworm
1299,Diset S. A.
1300,Riachuelo Games
1301,Good Ideas
1302,Changing Society Games
1303,Immersion Games
1304,Lowell Toy Mfg.
1305,JagdPanther Publications
1306,Silver Bear Marketing Ltd.
1307,Cathay
1308,Citizen Games
1309,Teck Enterprises
1310,Nelson Games Ltd.
1311,Y.E.S. A/S
1312,Gamemasters Inc.
1313,Smartegg Games Ltd.
1314,Sports Action Game Co. Ltd.
1315,A Couple 'A Cowboys
1316,WFF 'N PROOF Games
1317,The Realm of Fantasy
1318,Sio
1319,Pass-out Games
1320,"Great Games, Inc."
1321,Creative Communications & Research
1322,Tomy
1323,4th Law Ltd.
1324,Affluence Games Inc.
1325,Iron Sun Games
1326,"Nintendo Co., Ltd."
1327,Plenary Games
1328,Smurfit Games
1329,Alternative Armies
1332,GamePlan Inc.
1333,The Rumbold Gallery
1334,Newfeld Limited
1335,Minute Sports
1338,Jedko Games
